ID,Field,latitude,longitude,year,Crop,planting_date,obs_planting_delta
ID_39.0_-86.25,Field_39.0_-86.25,39,-86.25,2021,Corn,5/13/2021,103
ID_40.0_-85.75,Field_40.0_-85.75,40,-85.75,2021,Corn,5/23/2021,105
ID_40.0_-85.5,Field_40.0_-85.5,40,-85.5,2021,Corn,5/23/2021,106
ID_40.25_-85.75,Field_40.25_-85.75,40.25,-85.75,2021,Corn,5/23/2021,105
ID_40.25_-85.5,Field_40.25_-85.5,40.25,-85.5,2021,Corn,5/23/2021,105
ID_39.75_-86.25,Field_39.75_-86.25,39.75,-86.25,2021,Corn,5/27/2021,103
ID_39.75_-86.0,Field_39.75_-86.0,39.75,-86,2021,Corn,5/27/2021,104
ID_41.25_-86.25,Field_41.25_-86.25,41.25,-86.25,2021,Corn,5/23/2021,104
ID_40.75_-86.0,Field_40.75_-86.0,40.75,-86,2021,Corn,5/23/2021,105
ID_40.0_-87.0,Field_40.0_-87.0,40,-87,2021,Corn,5/22/2021,100
ID_40.25_-87.0,Field_40.25_-87.0,40.25,-87,2021,Corn,5/22/2021,101
ID_39.5_-86.75,Field_39.5_-86.75,39.5,-86.75,2021,Corn,5/23/2021,101
ID_39.5_-86.5,Field_39.5_-86.5,39.5,-86.5,2021,Corn,5/24/2021,101
ID_39.5_-86.25,Field_39.5_-86.25,39.5,-86.25,2021,Corn,5/23/2021,102
ID_41.0_-87.5,Field_41.0_-87.5,41,-87.5,2021,Corn,5/21/2021,106
ID_41.0_-87.25,Field_41.0_-87.25,41,-87.25,2021,Corn,5/21/2021,106
ID_39.0_-85.0,Field_39.0_-85.0,39,-85,2021,Corn,5/21/2021,73
ID_39.0_-84.75,Field_39.0_-84.75,39,-84.75,2021,Corn,5/21/2021,72
ID_38.5_-86.75,Field_38.5_-86.75,38.5,-86.75,2021,Corn,5/22/2021,96
ID_38.5_-86.5,Field_38.5_-86.5,38.5,-86.5,2021,Corn,5/22/2021,98
ID_38.5_-86.25,Field_38.5_-86.25,38.5,-86.25,2021,Corn,5/22/2021,99
ID_39.25_-87.0,Field_39.25_-87.0,39.25,-87,2021,Corn,5/23/2021,97
ID_39.25_-86.75,Field_39.25_-86.75,39.25,-86.75,2021,Corn,5/23/2021,99
ID_39.25_-86.5,Field_39.25_-86.5,39.25,-86.5,2021,Corn,5/23/2021,99
ID_39.75_-87.5,Field_39.75_-87.5,39.75,-87.5,2021,Corn,5/20/2021,98
ID_39.75_-87.25,Field_39.75_-87.25,39.75,-87.25,2021,Corn,5/20/2021,99
ID_39.75_-87.0,Field_39.75_-87.0,39.75,-87,2021,Corn,5/21/2021,100
ID_38.0_-86.75,Field_38.0_-86.75,38,-86.75,2021,Corn,5/22/2021,94
ID_38.0_-86.5,Field_38.0_-86.5,38,-86.5,2021,Corn,5/22/2021,95
ID_38.25_-86.75,Field_38.25_-86.75,38.25,-86.75,2021,Corn,5/22/2021,95
ID_38.25_-86.5,Field_38.25_-86.5,38.25,-86.5,2021,Corn,5/23/2021,95
ID_41.5_-87.0,Field_41.5_-87.0,41.5,-87,2021,Corn,5/24/2021,108
ID_38.0_-87.75,Field_38.0_-87.75,38,-87.75,2021,Corn,5/19/2021,92
ID_40.25_-85.0,Field_40.25_-85.0,40.25,-85,2021,Corn,5/22/2021,108
ID_40.25_-84.75,Field_40.25_-84.75,40.25,-84.75,2021,Corn,5/22/2021,109
ID_39.0_-85.25,Field_39.0_-85.25,39,-85.25,2021,Corn,5/26/2021,105
ID_39.25_-85.25,Field_39.25_-85.25,39.25,-85.25,2021,Corn,5/26/2021,106
ID_41.75_-86.25,Field_41.75_-86.25,41.75,-86.25,2021,Corn,5/25/2021,107
ID_39.5_-85.75,Field_39.5_-85.75,39.5,-85.75,2021,Corn,5/23/2021,104
ID_39.5_-85.5,Field_39.5_-85.5,39.5,-85.5,2021,Corn,5/23/2021,106
ID_38.0_-87.0,Field_38.0_-87.0,38,-87,2021,Corn,5/20/2021,93
ID_41.25_-86.75,Field_41.25_-86.75,41.25,-86.75,2021,Corn,5/22/2021,105
ID_41.25_-86.5,Field_41.25_-86.5,41.25,-86.5,2021,Corn,5/23/2021,104
ID_41.5_-85.0,Field_41.5_-85.0,41.5,-85,2021,Corn,5/24/2021,102
ID_41.5_-84.75,Field_41.5_-84.75,41.5,-84.75,2021,Corn,5/24/2021,99
ID_41.75_-85.0,Field_41.75_-85.0,41.75,-85,2021,Corn,5/24/2021,107
ID_41.75_-84.75,Field_41.75_-84.75,41.75,-84.75,2021,Corn,5/24/2021,106
ID_39.0_-87.5,Field_39.0_-87.5,39,-87.5,2021,Corn,5/22/2021,97
ID_39.0_-87.25,Field_39.0_-87.25,39,-87.25,2021,Corn,5/23/2021,97
ID_40.5_-87.0,Field_40.5_-87.0,40.5,-87,2021,Corn,5/21/2021,104
ID_39.25_-87.5,Field_39.25_-87.5,39.25,-87.5,2021,Corn,5/22/2021,97
ID_39.25_-87.25,Field_39.25_-87.25,39.25,-87.25,2021,Corn,5/22/2021,99
ID_39.5_-87.5,Field_39.5_-87.5,39.5,-87.5,2021,Corn,5/23/2021,97
ID_39.5_-87.25,Field_39.5_-87.25,39.5,-87.25,2021,Corn,5/23/2021,98
ID_38.0_-87.5,Field_38.0_-87.5,38,-87.5,2021,Corn,5/22/2021,92
ID_38.0_-87.25,Field_38.0_-87.25,38,-87.25,2021,Corn,5/22/2021,92
ID_38.5_-86.0,Field_38.5_-86.0,38.5,-86,2021,Corn,5/22/2021,99
ID_39.75_-85.0,Field_39.75_-85.0,39.75,-85,2021,Corn,5/24/2021,107
ID_39.75_-84.75,Field_39.75_-84.75,39.75,-84.75,2021,Corn,5/24/2021,107
ID_40.0_-85.0,Field_40.0_-85.0,40,-85,2021,Corn,5/24/2021,108
ID_40.0_-84.75,Field_40.0_-84.75,40,-84.75,2021,Corn,5/24/2021,108
ID_40.75_-85.25,Field_40.75_-85.25,40.75,-85.25,2021,Corn,5/24/2021,103
ID_40.75_-87.0,Field_40.75_-87.0,40.75,-87,2021,Corn,5/22/2021,106
ID_41.0_-85.75,Field_41.0_-85.75,41,-85.75,2021,Corn,5/24/2021,104
ID_41.0_-85.5,Field_41.0_-85.5,41,-85.5,2021,Corn,5/24/2021,103
ID_41.25_-85.75,Field_41.25_-85.75,41.25,-85.75,2021,Corn,5/24/2021,105
ID_41.25_-85.5,Field_41.25_-85.5,41.25,-85.5,2021,Corn,5/24/2021,105
ID_41.25_-94.5,Field_41.25_-94.5,41.25,-94.5,2021,Corn,5/9/2021,110
ID_41.25_-94.25,Field_41.25_-94.25,41.25,-94.25,2021,Corn,5/9/2021,110
ID_43.25_-91.75,Field_43.25_-91.75,43.25,-91.75,2021,Corn,5/23/2021,108
ID_43.25_-91.5,Field_43.25_-91.5,43.25,-91.5,2021,Corn,5/23/2021,107
ID_43.25_-91.25,Field_43.25_-91.25,43.25,-91.25,2021,Corn,5/23/2021,106
ID_40.75_-93.0,Field_40.75_-93.0,40.75,-93,2021,Corn,5/23/2021,102
ID_41.5_-94.75,Field_41.5_-94.75,41.5,-94.75,2021,Corn,5/14/2021,106
ID_41.75_-94.75,Field_41.75_-94.75,41.75,-94.75,2021,Corn,5/14/2021,106
ID_42.0_-92.25,Field_42.0_-92.25,42,-92.25,2021,Corn,5/14/2021,108
ID_42.0_-92.0,Field_42.0_-92.0,42,-92,2021,Corn,5/14/2021,108
ID_42.25_-92.0,Field_42.25_-92.0,42.25,-92,2021,Corn,5/16/2021,108
ID_42.25_-92.25,Field_42.25_-92.25,42.25,-92.25,2021,Corn,5/16/2021,107
ID_42.0_-94.0,Field_42.0_-94.0,42,-94,2021,Corn,5/9/2021,108
ID_42.5_-92.0,Field_42.5_-92.0,42.5,-92,2021,Corn,5/20/2021,105
ID_42.75_-93.0,Field_42.75_-93.0,42.75,-93,2021,Corn,5/18/2021,106
ID_42.75_-92.75,Field_42.75_-92.75,42.75,-92.75,2021,Corn,5/18/2021,106
ID_42.75_-92.5,Field_42.75_-92.5,42.75,-92.5,2021,Corn,5/18/2021,107
ID_42.25_-94.75,Field_42.25_-94.75,42.25,-94.75,2021,Corn,5/15/2021,104
ID_42.5_-94.75,Field_42.5_-94.75,42.5,-94.75,2021,Corn,5/16/2021,105
ID_42.0_-94.75,Field_42.0_-94.75,42,-94.75,2021,Corn,5/14/2021,106
ID_41.25_-95.25,Field_41.25_-95.25,41.25,-95.25,2021,Corn,5/8/2021,108
ID_41.25_-95.0,Field_41.25_-95.0,41.25,-95,2021,Corn,5/8/2021,108
ID_41.25_-94.75,Field_41.25_-94.75,41.25,-94.75,2021,Corn,5/9/2021,109
ID_41.75_-91.25,Field_41.75_-91.25,41.75,-91.25,2021,Corn,5/18/2021,107
ID_41.75_-91.0,Field_41.75_-91.0,41.75,-91,2021,Corn,5/18/2021,107
ID_41.75_-90.75,Field_41.75_-90.75,41.75,-90.75,2021,Corn,5/18/2021,107
ID_42.0_-91.25,Field_42.0_-91.25,42,-91.25,2021,Corn,5/19/2021,108
ID_43.0_-93.5,Field_43.0_-93.5,43,-93.5,2021,Corn,5/19/2021,103
ID_43.0_-93.25,Field_43.0_-93.25,43,-93.25,2021,Corn,5/19/2021,102
ID_42.75_-95.75,Field_42.75_-95.75,42.75,-95.75,2021,Corn,5/20/2021,101
ID_42.75_-95.5,Field_42.75_-95.5,42.75,-95.5,2021,Corn,5/20/2021,101
ID_43.0_-92.25,Field_43.0_-92.25,43,-92.25,2021,Corn,5/20/2021,106
ID_41.0_-93.75,Field_41.0_-93.75,41,-93.75,2021,Corn,5/19/2021,103
ID_43.0_-95.25,Field_43.0_-95.25,43,-95.25,2021,Corn,5/23/2021,100
ID_43.0_-95.0,Field_43.0_-95.0,43,-95,2021,Corn,5/23/2021,101
ID_42.75_-91.75,Field_42.75_-91.75,42.75,-91.75,2021,Corn,5/21/2021,106
ID_42.75_-91.5,Field_42.75_-91.5,42.75,-91.5,2021,Corn,5/21/2021,106
ID_42.75_-91.25,Field_42.75_-91.25,42.75,-91.25,2021,Corn,5/21/2021,106
ID_43.0_-91.75,Field_43.0_-91.75,43,-91.75,2021,Corn,5/21/2021,108
ID_43.0_-91.5,Field_43.0_-91.5,43,-91.5,2021,Corn,5/21/2021,108
ID_43.0_-91.25,Field_43.0_-91.25,43,-91.25,2021,Corn,5/21/2021,106
ID_42.0_-91.0,Field_42.0_-91.0,42,-91,2021,Corn,5/19/2021,109
ID_42.0_-90.75,Field_42.0_-90.75,42,-90.75,2021,Corn,5/19/2021,109
ID_42.0_-90.25,Field_42.0_-90.25,42,-90.25,2021,Corn,5/19/2021,106
ID_42.0_-95.5,Field_42.0_-95.5,42,-95.5,2021,Corn,5/16/2021,104
ID_42.0_-95.25,Field_42.0_-95.25,42,-95.25,2021,Corn,5/16/2021,104
ID_42.0_-95.0,Field_42.0_-95.0,42,-95,2021,Corn,5/15/2021,105
ID_41.5_-94.0,Field_41.5_-94.0,41.5,-94,2021,Corn,5/8/2021,109
ID_40.75_-92.75,Field_40.75_-92.75,40.75,-92.75,2021,Corn,5/7/2021,112
ID_40.75_-92.5,Field_40.75_-92.5,40.75,-92.5,2021,Corn,5/7/2021,112
ID_40.75_-92.25,Field_40.75_-92.25,40.75,-92.25,2021,Corn,5/7/2021,112
ID_40.75_-93.75,Field_40.75_-93.75,40.75,-93.75,2021,Corn,5/24/2021,103
ID_42.5_-91.75,Field_42.5_-91.75,42.5,-91.75,2021,Corn,5/18/2021,106
ID_42.5_-91.5,Field_42.5_-91.5,42.5,-91.5,2021,Corn,5/19/2021,107
ID_42.5_-91.25,Field_42.5_-91.25,42.5,-91.25,2021,Corn,5/19/2021,108
ID_41.0_-91.25,Field_41.0_-91.25,41,-91.25,2021,Corn,5/5/2021,114
ID_43.25_-95.25,Field_43.25_-95.25,43.25,-95.25,2021,Corn,5/23/2021,99
ID_43.25_-95.0,Field_43.25_-95.0,43.25,-95,2021,Corn,5/23/2021,99
ID_42.25_-91.0,Field_42.25_-91.0,42.25,-91,2021,Corn,5/21/2021,108
ID_42.25_-90.75,Field_42.25_-90.75,42.25,-90.75,2021,Corn,5/21/2021,106
ID_43.25_-94.75,Field_43.25_-94.75,43.25,-94.75,2021,Corn,5/20/2021,100
ID_43.5_-94.75,Field_43.5_-94.75,43.5,-94.75,2021,Corn,5/21/2021,99
ID_42.75_-92.0,Field_42.75_-92.0,42.75,-92,2021,Corn,5/20/2021,104
ID_43.0_-92.0,Field_43.0_-92.0,43,-92,2021,Corn,5/20/2021,106
ID_43.0_-93.0,Field_43.0_-93.0,43,-93,2021,Corn,5/19/2021,102
ID_43.0_-92.75,Field_43.0_-92.75,43,-92.75,2021,Corn,5/19/2021,103
ID_43.0_-92.5,Field_43.0_-92.5,43,-92.5,2021,Corn,5/20/2021,104
ID_42.75_-93.5,Field_42.75_-93.5,42.75,-93.5,2021,Corn,5/17/2021,104
ID_42.75_-93.25,Field_42.75_-93.25,42.75,-93.25,2021,Corn,5/17/2021,105
ID_40.75_-95.75,Field_40.75_-95.75,40.75,-95.75,2021,Corn,5/5/2021,106
ID_40.75_-95.5,Field_40.75_-95.5,40.75,-95.5,2021,Corn,5/5/2021,107
ID_42.0_-94.5,Field_42.0_-94.5,42,-94.5,2021,Corn,5/11/2021,106
ID_42.0_-94.25,Field_42.0_-94.25,42,-94.25,2021,Corn,5/8/2021,109
ID_42.25_-93.0,Field_42.25_-93.0,42.25,-93,2021,Corn,5/15/2021,106
ID_42.5_-93.0,Field_42.5_-93.0,42.5,-93,2021,Corn,5/15/2021,107
ID_42.5_-92.75,Field_42.5_-92.75,42.5,-92.75,2021,Corn,5/15/2021,107
ID_42.5_-92.5,Field_42.5_-92.5,42.5,-92.5,2021,Corn,5/16/2021,107
ID_41.5_-94.5,Field_41.5_-94.5,41.5,-94.5,2021,Corn,5/12/2021,107
ID_41.5_-94.25,Field_41.5_-94.25,41.5,-94.25,2021,Corn,5/9/2021,109
ID_41.75_-94.5,Field_41.75_-94.5,41.75,-94.5,2021,Corn,5/12/2021,106
ID_41.75_-94.25,Field_41.75_-94.25,41.75,-94.25,2021,Corn,5/9/2021,108
ID_42.25_-93.75,Field_42.25_-93.75,42.25,-93.75,2021,Corn,5/14/2021,105
ID_43.0_-93.75,Field_43.0_-93.75,43,-93.75,2021,Corn,5/19/2021,103
ID_42.25_-93.5,Field_42.25_-93.5,42.25,-93.5,2021,Corn,5/14/2021,106
ID_42.25_-93.25,Field_42.25_-93.25,42.25,-93.25,2021,Corn,5/15/2021,106
ID_42.5_-93.5,Field_42.5_-93.5,42.5,-93.5,2021,Corn,5/16/2021,105
ID_42.5_-93.25,Field_42.5_-93.25,42.5,-93.25,2021,Corn,5/15/2021,107
ID_41.5_-95.75,Field_41.5_-95.75,41.5,-95.75,2021,Corn,5/18/2021,100
ID_41.0_-91.75,Field_41.0_-91.75,41,-91.75,2021,Corn,5/5/2021,115
ID_41.0_-91.5,Field_41.0_-91.5,41,-91.5,2021,Corn,5/5/2021,115
ID_42.75_-94.5,Field_42.75_-94.5,42.75,-94.5,2021,Corn,5/17/2021,101
ID_42.75_-94.25,Field_42.75_-94.25,42.75,-94.25,2021,Corn,5/17/2021,101
ID_42.75_-94.0,Field_42.75_-94.0,42.75,-94,2021,Corn,5/16/2021,103
ID_42.25_-95.5,Field_42.25_-95.5,42.25,-95.5,2021,Corn,5/18/2021,103
ID_42.5_-95.5,Field_42.5_-95.5,42.5,-95.5,2021,Corn,5/19/2021,104
ID_41.5_-92.25,Field_41.5_-92.25,41.5,-92.25,2021,Corn,5/8/2021,114
ID_41.5_-92.0,Field_41.5_-92.0,41.5,-92,2021,Corn,5/8/2021,113
ID_41.75_-92.25,Field_41.75_-92.25,41.75,-92.25,2021,Corn,5/14/2021,109
ID_41.75_-92.0,Field_41.75_-92.0,41.75,-92,2021,Corn,5/14/2021,109
ID_42.25_-90.5,Field_42.25_-90.5,42.25,-90.5,2021,Corn,5/24/2021,108
ID_41.5_-93.0,Field_41.5_-93.0,41.5,-93,2021,Corn,5/6/2021,112
ID_41.75_-93.5,Field_41.75_-93.5,41.75,-93.5,2021,Corn,5/7/2021,110
ID_41.75_-93.25,Field_41.75_-93.25,41.75,-93.25,2021,Corn,5/7/2021,111
ID_41.5_-91.75,Field_41.5_-91.75,41.5,-91.75,2021,Corn,5/19/2021,104
ID_41.5_-91.5,Field_41.5_-91.5,41.5,-91.5,2021,Corn,5/19/2021,103
ID_42.25_-91.25,Field_42.25_-91.25,42.25,-91.25,2021,Corn,5/20/2021,109
ID_41.25_-92.25,Field_41.25_-92.25,41.25,-92.25,2021,Corn,5/6/2021,114
ID_43.0_-94.5,Field_43.0_-94.5,43,-94.5,2021,Corn,5/19/2021,100
ID_43.0_-94.25,Field_43.0_-94.25,43,-94.25,2021,Corn,5/18/2021,101
ID_43.0_-94.0,Field_43.0_-94.0,43,-94,2021,Corn,5/18/2021,102
ID_43.25_-94.5,Field_43.25_-94.5,43.25,-94.5,2021,Corn,5/19/2021,101
ID_43.25_-94.25,Field_43.25_-94.25,43.25,-94.25,2021,Corn,5/19/2021,101
ID_43.25_-94.0,Field_43.25_-94.0,43.25,-94,2021,Corn,5/19/2021,102
ID_40.5_-91.75,Field_40.5_-91.75,40.5,-91.75,2021,Corn,5/6/2021,112
ID_40.5_-91.5,Field_40.5_-91.5,40.5,-91.5,2021,Corn,5/6/2021,112
ID_40.75_-91.75,Field_40.75_-91.75,40.75,-91.75,2021,Corn,5/6/2021,113
ID_40.75_-91.5,Field_40.75_-91.5,40.75,-91.5,2021,Corn,5/6/2021,113
ID_40.75_-91.25,Field_40.75_-91.25,40.75,-91.25,2021,Corn,5/6/2021,113
ID_42.0_-91.75,Field_42.0_-91.75,42,-91.75,2021,Corn,5/16/2021,106
ID_42.0_-91.5,Field_42.0_-91.5,42,-91.5,2021,Corn,5/16/2021,107
ID_42.25_-91.75,Field_42.25_-91.75,42.25,-91.75,2021,Corn,5/17/2021,107
ID_42.25_-91.5,Field_42.25_-91.5,42.25,-91.5,2021,Corn,5/18/2021,108
ID_41.25_-91.25,Field_41.25_-91.25,41.25,-91.25,2021,Corn,5/6/2021,113
ID_43.25_-96.5,Field_43.25_-96.5,43.25,-96.5,2021,Corn,5/22/2021,97
ID_43.25_-96.25,Field_43.25_-96.25,43.25,-96.25,2021,Corn,5/22/2021,98
ID_43.25_-96.0,Field_43.25_-96.0,43.25,-96,2021,Corn,5/22/2021,99
ID_43.5_-96.5,Field_43.5_-96.5,43.5,-96.5,2021,Corn,5/22/2021,98
ID_43.5_-96.25,Field_43.5_-96.25,43.5,-96.25,2021,Corn,5/22/2021,99
ID_43.5_-96.0,Field_43.5_-96.0,43.5,-96,2021,Corn,5/22/2021,101
ID_41.25_-94.0,Field_41.25_-94.0,41.25,-94,2021,Corn,5/8/2021,111
ID_41.25_-92.75,Field_41.25_-92.75,41.25,-92.75,2021,Corn,5/5/2021,114
ID_41.25_-92.5,Field_41.25_-92.5,41.25,-92.5,2021,Corn,5/5/2021,115
ID_41.25_-93.0,Field_41.25_-93.0,41.25,-93,2021,Corn,5/5/2021,113
ID_42.0_-93.0,Field_42.0_-93.0,42,-93,2021,Corn,5/13/2021,108
ID_41.0_-95.75,Field_41.0_-95.75,41,-95.75,2021,Corn,5/7/2021,106
ID_41.0_-95.5,Field_41.0_-95.5,41,-95.5,2021,Corn,5/7/2021,107
ID_43.25_-93.0,Field_43.25_-93.0,43.25,-93,2021,Corn,5/19/2021,103
ID_43.25_-92.75,Field_43.25_-92.75,43.25,-92.75,2021,Corn,5/19/2021,105
ID_43.25_-92.5,Field_43.25_-92.5,43.25,-92.5,2021,Corn,5/19/2021,106
ID_42.0_-95.75,Field_42.0_-95.75,42,-95.75,2021,Corn,5/19/2021,101
ID_41.0_-93.0,Field_41.0_-93.0,41,-93,2021,Corn,5/7/2021,113
ID_41.0_-95.25,Field_41.0_-95.25,41,-95.25,2021,Corn,5/6/2021,107
ID_41.0_-95.0,Field_41.0_-95.0,41,-95,2021,Corn,5/7/2021,107
ID_41.5_-91.25,Field_41.5_-91.25,41.5,-91.25,2021,Corn,5/8/2021,112
ID_41.5_-91.0,Field_41.5_-91.0,41.5,-91,2021,Corn,5/11/2021,109
ID_41.5_-90.75,Field_41.5_-90.75,41.5,-90.75,2021,Corn,5/13/2021,108
ID_43.0_-95.75,Field_43.0_-95.75,43,-95.75,2021,Corn,5/21/2021,102
ID_43.0_-95.5,Field_43.0_-95.5,43,-95.5,2021,Corn,5/21/2021,102
ID_43.25_-95.75,Field_43.25_-95.75,43.25,-95.75,2021,Corn,5/24/2021,100
ID_43.25_-95.5,Field_43.25_-95.5,43.25,-95.5,2021,Corn,5/24/2021,100
ID_43.5_-95.5,Field_43.5_-95.5,43.5,-95.5,2021,Corn,5/24/2021,101
ID_40.75_-95.25,Field_40.75_-95.25,40.75,-95.25,2021,Corn,5/5/2021,108
ID_40.75_-95.0,Field_40.75_-95.0,40.75,-95,2021,Corn,5/5/2021,109
ID_43.0_-94.75,Field_43.0_-94.75,43,-94.75,2021,Corn,5/20/2021,100
ID_42.75_-96.5,Field_42.75_-96.5,42.75,-96.5,2021,Corn,5/21/2021,100
ID_42.75_-94.75,Field_42.75_-94.75,42.75,-94.75,2021,Corn,5/19/2021,100
ID_41.5_-93.75,Field_41.5_-93.75,41.5,-93.75,2021,Corn,5/7/2021,110
ID_41.5_-93.5,Field_41.5_-93.5,41.5,-93.5,2021,Corn,5/6/2021,111
ID_41.5_-93.25,Field_41.5_-93.25,41.5,-93.25,2021,Corn,5/6/2021,112
ID_41.75_-93.75,Field_41.75_-93.75,41.75,-93.75,2021,Corn,5/8/2021,109
ID_41.25_-95.75,Field_41.25_-95.75,41.25,-95.75,2021,Corn,5/8/2021,108
ID_41.25_-95.5,Field_41.25_-95.5,41.25,-95.5,2021,Corn,5/8/2021,108
ID_41.5_-92.75,Field_41.5_-92.75,41.5,-92.75,2021,Corn,5/6/2021,113
ID_41.5_-92.5,Field_41.5_-92.5,41.5,-92.5,2021,Corn,5/7/2021,113
ID_41.75_-92.75,Field_41.75_-92.75,41.75,-92.75,2021,Corn,5/8/2021,113
ID_41.75_-92.5,Field_41.75_-92.5,41.75,-92.5,2021,Corn,5/11/2021,111
ID_40.75_-94.5,Field_40.75_-94.5,40.75,-94.5,2021,Corn,5/8/2021,110
ID_40.75_-94.25,Field_40.75_-94.25,40.75,-94.25,2021,Corn,5/8/2021,111
ID_40.75_-94.0,Field_40.75_-94.0,40.75,-94,2021,Corn,5/8/2021,111
ID_42.25_-95.25,Field_42.25_-95.25,42.25,-95.25,2021,Corn,5/18/2021,105
ID_42.25_-95.0,Field_42.25_-95.0,42.25,-95,2021,Corn,5/17/2021,105
ID_41.5_-90.5,Field_41.5_-90.5,41.5,-90.5,2021,Corn,5/14/2021,108
ID_41.75_-90.5,Field_41.75_-90.5,41.75,-90.5,2021,Corn,5/15/2021,108
ID_41.5_-95.5,Field_41.5_-95.5,41.5,-95.5,2021,Corn,5/9/2021,108
ID_41.5_-95.25,Field_41.5_-95.25,41.5,-95.25,2021,Corn,5/9/2021,109
ID_41.5_-95.0,Field_41.5_-95.0,41.5,-95,2021,Corn,5/11/2021,107
ID_41.75_-95.5,Field_41.75_-95.5,41.75,-95.5,2021,Corn,5/15/2021,105
ID_41.75_-95.25,Field_41.75_-95.25,41.75,-95.25,2021,Corn,5/15/2021,105
ID_41.75_-95.0,Field_41.75_-95.0,41.75,-95,2021,Corn,5/14/2021,106
ID_43.0_-96.25,Field_43.0_-96.25,43,-96.25,2021,Corn,5/22/2021,101
ID_43.0_-96.0,Field_43.0_-96.0,43,-96,2021,Corn,5/22/2021,102
ID_42.0_-93.75,Field_42.0_-93.75,42,-93.75,2021,Corn,5/11/2021,107
ID_42.0_-93.5,Field_42.0_-93.5,42,-93.5,2021,Corn,5/12/2021,107
ID_42.0_-93.25,Field_42.0_-93.25,42,-93.25,2021,Corn,5/13/2021,107
ID_42.0_-92.75,Field_42.0_-92.75,42,-92.75,2021,Corn,5/14/2021,108
ID_42.0_-92.5,Field_42.0_-92.5,42,-92.5,2021,Corn,5/15/2021,107
ID_42.25_-92.75,Field_42.25_-92.75,42.25,-92.75,2021,Corn,5/15/2021,108
ID_42.25_-92.5,Field_42.25_-92.5,42.25,-92.5,2021,Corn,5/15/2021,109
ID_40.75_-94.75,Field_40.75_-94.75,40.75,-94.75,2021,Corn,5/6/2021,110
ID_41.0_-94.5,Field_41.0_-94.5,41,-94.5,2021,Corn,5/8/2021,111
ID_41.0_-94.25,Field_41.0_-94.25,41,-94.25,2021,Corn,5/8/2021,112
ID_41.0_-94.0,Field_41.0_-94.0,41,-94,2021,Corn,5/8/2021,112
ID_40.75_-92.0,Field_40.75_-92.0,40.75,-92,2021,Corn,5/18/2021,103
ID_41.0_-92.75,Field_41.0_-92.75,41,-92.75,2021,Corn,5/5/2021,114
ID_41.0_-92.5,Field_41.0_-92.5,41,-92.5,2021,Corn,5/5/2021,114
ID_41.0_-92.25,Field_41.0_-92.25,41,-92.25,2021,Corn,5/5/2021,115
ID_41.25_-93.75,Field_41.25_-93.75,41.25,-93.75,2021,Corn,5/7/2021,111
ID_41.25_-93.5,Field_41.25_-93.5,41.25,-93.5,2021,Corn,5/7/2021,112
ID_41.25_-93.25,Field_41.25_-93.25,41.25,-93.25,2021,Corn,5/6/2021,112
ID_41.25_-92.0,Field_41.25_-92.0,41.25,-92,2021,Corn,5/6/2021,113
ID_41.25_-91.75,Field_41.25_-91.75,41.25,-91.75,2021,Corn,5/6/2021,113
ID_41.25_-91.5,Field_41.25_-91.5,41.25,-91.5,2021,Corn,5/6/2021,113
ID_42.25_-94.5,Field_42.25_-94.5,42.25,-94.5,2021,Corn,5/14/2021,104
ID_42.25_-94.25,Field_42.25_-94.25,42.25,-94.25,2021,Corn,5/14/2021,105
ID_42.25_-94.0,Field_42.25_-94.0,42.25,-94,2021,Corn,5/14/2021,105
ID_42.5_-94.5,Field_42.5_-94.5,42.5,-94.5,2021,Corn,5/16/2021,104
ID_42.5_-94.25,Field_42.5_-94.25,42.5,-94.25,2021,Corn,5/16/2021,105
ID_42.5_-94.0,Field_42.5_-94.0,42.5,-94,2021,Corn,5/16/2021,105
ID_43.25_-93.75,Field_43.25_-93.75,43.25,-93.75,2021,Corn,5/19/2021,103
ID_43.5_-93.75,Field_43.5_-93.75,43.5,-93.75,2021,Corn,5/19/2021,104
ID_43.25_-92.0,Field_43.25_-92.0,43.25,-92,2021,Corn,5/21/2021,108
ID_42.25_-96.25,Field_42.25_-96.25,42.25,-96.25,2021,Corn,5/20/2021,100
ID_42.25_-96.0,Field_42.25_-96.0,42.25,-96,2021,Corn,5/20/2021,100
ID_42.25_-95.75,Field_42.25_-95.75,42.25,-95.75,2021,Corn,5/21/2021,100
ID_42.5_-95.75,Field_42.5_-95.75,42.5,-95.75,2021,Corn,5/21/2021,103
ID_43.25_-93.5,Field_43.25_-93.5,43.25,-93.5,2021,Corn,5/19/2021,103
ID_43.25_-93.25,Field_43.25_-93.25,43.25,-93.25,2021,Corn,5/19/2021,103
ID_38.0_-95.5,Field_38.0_-95.5,38,-95.5,2021,Corn,5/4/2021,101
ID_38.0_-95.25,Field_38.0_-95.25,38,-95.25,2021,Corn,5/4/2021,101
ID_38.0_-95.0,Field_38.0_-95.0,38,-95,2021,Corn,5/4/2021,102
ID_38.25_-95.5,Field_38.25_-95.5,38.25,-95.5,2021,Corn,5/4/2021,102
ID_38.25_-95.25,Field_38.25_-95.25,38.25,-95.25,2021,Corn,5/4/2021,102
ID_38.25_-95.0,Field_38.25_-95.0,38.25,-95,2021,Corn,5/4/2021,102
ID_39.5_-95.5,Field_39.5_-95.5,39.5,-95.5,2021,Corn,5/4/2021,106
